,OBJECTID,Short_Name,Full_Name
259,260,B03002m13,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: White alone: Total population -- (Margin of Error)
260,261,B03002e14,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Black or African American alone: Total population -- (Estimate)
261,262,B03002m14,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Black or African American alone: Total population -- (Margin of Error)
262,263,B03002e15,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: American Indian and Alaska Native alone: Total population -- (Estimate)
263,264,B03002m15,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: American Indian and Alaska Native alone: Total population -- (Margin of Error)
264,265,B03002e16,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Asian alone: Total population -- (Estimate)
265,266,B03002m16,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Asian alone: Total population -- (Margin of Error)
266,267,B03002e17,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone: Total population -- (Estimate)
267,268,B03002m17,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone: Total population -- (Margin of Error)
268,269,B03002e18,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Some other race alone: Total population -- (Estimate)
269,270,B03002m18,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Some other race alone: Total population -- (Margin of Error)
270,271,B03002e19,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Total population -- (Estimate)
271,272,B03002m19,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Total population -- (Margin of Error)
272,273,B03002e20,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races including Some other race: Total population -- (Estimate)
273,274,B03002m20,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races including Some other race: Total population -- (Margin of Error)
274,275,B03002e21,"HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Estimate)"
275,276,B03002m21,"HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Margin of Error)"
276,277,B03003e1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate)
277,278,B03003m1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Margin of Error)
278,279,B03003e2,HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Estimate)
279,280,B03003m2,HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Margin of Error)
280,281,B03003e3,HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Estimate)
281,282,B03003m3,HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Margin of Error)
282,283,B07201e1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
283,284,B07201m1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
284,285,B07201e2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
285,286,B07201m2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
286,287,B07201e3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
287,288,B07201m3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
288,289,B07201e4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
289,290,B07201m4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
290,291,B07201e5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
291,292,B07201m5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
292,293,B07201e6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
293,294,B07201m6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
294,295,B07201e7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
295,296,B07201m7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
296,297,B07201e8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
297,298,B07201m8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
298,299,B07201e9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
299,300,B07201m9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
300,301,B07201e10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
301,302,B07201m10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
302,303,B07201e11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
303,304,B07201m11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
304,305,B07201e12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
305,306,B07201m12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
306,307,B07201e13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
307,308,B07201m13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
308,309,B07201e14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
309,310,B07201m14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
310,311,B07201PRe1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
311,312,B07201PRm1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
312,313,B07201PRe2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
313,314,B07201PRm2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
314,315,B07201PRe3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
315,316,B07201PRm3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
316,317,B07201PRe4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
317,318,B07201PRm4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
318,319,B07201PRe5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
319,320,B07201PRm5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
320,321,B07201PRe6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
321,322,B07201PRm6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
322,323,B07201PRe7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
323,324,B07201PRm7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
